"","can_off","can_off_sta","can_par_aff","can_inc_cha_ope_sea","ind_ite_con","ind_uni_con","ind_con","par_com_con","oth_com_con","can_con","tot_con","tra_fro_oth_aut_com","can_loa","oth_loa","tot_loa","oth_rec","ope_exp","tra_to_oth_aut_com","net_con","net_ope_exp","winner"
"513","H","MA","NNE","CHALLENGER",13550,1240,14790,0,0,6348,21138,0,40000,0,40000,0,27781.05,0,21138,27781.05,"N"
"514","H","SD","DEM","CHALLENGER",240694.93,138497.84,379192.77,0,18306.37,950,398449.14,0,0,0,0,0,315989.85,0,398449.14,315989.85,"N"
"515","H","AZ","DEM","CHALLENGER",927459.39,191138.86,1118598.25,0,266951.12,30241.56,1415790.93,0,0,0,0,0,1316931.56,0,1409810.19,1316931.56,"N"
"516","H","CA","DEM","CHALLENGER",64900,35284.23,100184.23,0,7380,0,107564.23,0,80000,0,80000,78,114539.02,0,105564.23,114539.02,"N"
"517","H","VA","REP","CHALLENGER",37376.24,21952,59328.24,5500,250,0,65078.24,0,3500,0,3500,0,61715.2,0,65078.24,61715.2,"N"
"518","H","CA","REP","CHALLENGER",51961.68,16300,68261.68,0,1500,0,69761.68,0,2966.44,0,2966.44,0,52121.77,0,69761.68,52121.77,"N"
"519","H","LA","REP","CHALLENGER",99401.1,82220.17,181621.27,0,0,0,181621.27,0,0,0,0,0,170639.93,0,181621.27,170371.79,"N"
"520","H","MD","REP","CHALLENGER",230005.8,41583.52,271589.32,5100,83000,212000,571689.32,457.95,450000,0,450000,370,945139.36,0,568839.32,945139.36,"N"
"521","H","WI","DEM","CHALLENGER",34049.96,60742.14,94792.1,4124.95,6500,0,105417.05,0,0,0,0,0,79288.79,0,105417.05,79288.79,"N"
"522","H","ME","REP","CHALLENGER",61494.65,9759.99,71254.64,0,3575,15814.76,90644.4,0,3375,0,3375,0,57916.73,0,90644.4,57000.73,"N"
"523","H","LA","DEM","CHALLENGER",21750,0,21750,0,0,0,21750,0,500,0,500,0,180.11,0,21750,180.11,"N"
"524","H","IL","DEM","CHALLENGER",64149.27,18161.58,82310.85,0,7750,0,90060.85,0,5000,0,5000,0,44917.24,0,90060.85,44917.24,"N"
"525","H","CA","DEM","CHALLENGER",346783.27,113799.52,460582.79,5000,152853.08,2700,621135.87,1250,0,0,0,4782.18,480757.73,0,619470.69,480757.73,"N"
"526","H","MN","REP","CHALLENGER",5268,7627.46,12895.46,0,4090.19,100,17085.65,0,0,0,0,0,13735.62,0,17085.65,13735.62,"N"
"527","H","WV","DEM","CHALLENGER",51250,6691,57941,0,115184.5,750.12,173875.62,0,270250,0,270250,0,369268.48,0,173875.62,369090.23,"N"
"528","H","SC","DEM","CHALLENGER",22936,6423.55,29359.55,0,200,0,29559.55,0,41081.58,0,41081.58,0,57789.97,0,29379.55,57789.97,"N"
"529","H","ND","DEM","CHALLENGER",74795,78832.73,153627.73,0,11500,50,165177.73,0,0,0,0,0,118824.95,0,162747.73,118824.95,"N"
"530","H","NJ","DEM","CHALLENGER",89404,48488.95,137892.95,500,1498.86,0,139891.81,0,185,0,185,0,63716.72,0,139891.81,63716.72,"N"
"531","H","AS","DEM","CHALLENGER",9200,0,8600,0,0,2603,11803,0,0,0,0,0,8243,0,11803,8243,"N"
"532","H","MI","DEM","CHALLENGER",1125375.89,246283.52,1371659.41,4995.72,466727.68,5400,1848782.81,0,0,0,0,19.41,1779277.37,0,1833130.5,1774955.67,"N"
"533","S","FL","REP","CHALLENGER",1204683.28,84293.92,1288978.2,0,562531.75,0,1851509.95,30950,0,0,0,87.1,1916057.96,0,1826909.95,1915655.96,"N"
"534","H","CA","REP","CHALLENGER",773587.73,96800.49,870388.22,12789.31,288184.93,0,1171362.46,11561.83,0,0,0,0,1089275.82,0,1166031.46,1089267.32,"N"
"535","S","IA","DEM","CHALLENGER",1131049,563247,1694298,46800,241163,1697,1983959,91625,0,0,0,0,1748346,0,1975301,1748126,"N"
"536","H","MT","DEM","CHALLENGER",1320178.81,717285.91,2037464.72,15024.32,301951.87,0,2354440.91,3000,0,0,0,3212.95,1831515.23,500,2317465.07,1831515.23,"N"
"537","H","PA","IND","CHALLENGER",500,790,1290,0,0,130,1420,0,0,0,0,0,1084.81,0,1420,1084.81,"N"
"538","S","MO","DEM","CHALLENGER",7212302,1852764,9065071,46800,691174,0,9803046,940306,0,0,0,185,8530225,100,9744258,8528522,"N"
"539","H","FL","REP","CHALLENGER",56905.16,59587.4,116492.56,0,0,0,116492.56,0,5745.93,0,5745.93,0,105866.99,0,116492.56,104716.99,"N"
"540","H","KY","DEM","CHALLENGER",269873.8,115071.6,384945.4,90,33025,352.01,418412.41,0,0,0,0,0,359304.48,0,418412.41,359304.48,"N"
"541","H","TN","DEM","CHALLENGER",1390,2554.01,3944.01,800,0,0,4744.01,0,0,0,0,0,3736.61,0,4744.01,3736.61,"N"
"542","H","IL","REP","CHALLENGER",340070,32327.25,372397.25,3000,136100,0,511497.25,457.95,215250,0,215250,0.33,574972.04,0,505857.25,574765.81,"N"
"543","S","FL","OTH","CHALLENGER",26650,3940,30590,0,0,43230,73821,0,140000,0,140000,0,171969,0,73821,171719,"N"
"544","H","VA","REP","CHALLENGER",12240,7723,19963,0,1000,0,20963,0,0,0,0,0,20046.6,0,20963,20015.23,"N"
"545","S","AZ","DEM","CHALLENGER",4760552,2553120,7313676,46800,622214,0,7982691,482658,0,0,0,0,7691509,0,7876132,7673746,"N"
"546","H","VA","DEM","CHALLENGER",57066,33844.52,90910.52,0,1500,25,92435.52,0,0,0,0,0,79268.99,0,91101.52,79268.99,"N"
"547","H","IL","REP","CHALLENGER",13555,909.99,14464.99,0,500,1500,16464.99,0,11000,0,11000,0,21746.79,0,16464.99,21688.89,"N"
"548","H","MI","DEM","CHALLENGER",304525.27,42391.01,346916.28,1000,24350,0,372266.28,0,750000,0,750000,0,856729.59,0,318255.51,856729.59,"N"
"549","H","FL","DEM","CHALLENGER",21314,3703.23,25017.23,0,0,400,25417.23,0,14060.65,0,14060.65,0,34590.75,0,25417.23,34590.75,"N"
"550","H","KS","IND","CHALLENGER",87125,5969,93094,0,0,5577,98671,0,30000,0,30000,0,91018.47,0,98671,90631.09,"N"
"551","H","OH","REP","CHALLENGER",18070,3715,21785,0,874.39,0,22659.39,0,5200,0,5200,0,24123.84,0,22659.39,24123.84,"N"
"552","H","IL","REP","CHALLENGER",145782.68,20883.5,166666.18,0,4450,5406.42,176522.6,0,0,0,0,25,133265.71,0,175022.6,133265.71,"N"
"553","H","WV","LIB","CHALLENGER",2660,0,2660,0,0,28933.69,31593.69,0,32010,0,32010,0,62950.85,0,31593.69,62950.85,"N"
"554","H","NH","REP","CHALLENGER",61891.61,6781,68672.61,1000,0,0,69672.61,0,6000,0,6000,5000,59039.75,0,69672.61,59039.75,"N"
"555","S","KY","DEM","CHALLENGER",2550,2353,4903,0,0,10233,15137,0,0,0,0,0,15137,0,15137,15137,"N"
"556","S","OR","OTH","CHALLENGER",1750,1800,3550,0,0,0,3550,0,0,0,0,0,337,0,3550,337,"N"
"557","S","CO","REP","CHALLENGER",52464,40,52509,0,0,461,52965,0,0,0,0,0,52964,0,52965,52964,"N"
"558","H","WI","DEM","CHALLENGER",81838,72671.2,154509.2,3500,9578.1,12277.51,179864.81,0,0,0,0,0,101483.23,0,179864.81,101483.23,"N"
"559","S","NY","REP","CHALLENGER",175123,410750,585874,5500,6000,3896,601270,0,30200,0,30200,0,477955,0,601270,477811,"N"
"560","H","OH","DEM","CHALLENGER",6550,4338.64,10888.64,0,1000,0,11888.64,0,0,0,0,0,4890.34,0,11888.64,4890.34,"N"
"561","H","FL","REP","CHALLENGER",9650,2882,12532,0,0,12588.33,25120.33,0,9261.97,0,9261.97,0,34193.52,0,25120.33,34138.96,"N"
"562","S","IA","NNE","CHALLENGER",1616,80,1696,0,0,2500,4196,0,1000,0,1000,0,2949,0,4196,2949,"N"
"563","H","CA","DEM","CHALLENGER",7291.66,9131,16422.66,0,2003.28,200,18625.94,0,0,0,0,0,15377.57,0,18625.94,15377.57,"N"
"564","H","WV","DEM","CHALLENGER",15179.41,6014.43,21193.84,0,0,0,21193.84,0,0,0,0,0,27802.83,0,21193.84,27802.83,"N"
"565","H","KS","REP","CHALLENGER",640786.55,62551.75,703338.3,0,422199.6,53547.95,1179085.85,0,364000,0,364000,0,1367086.51,0,1176285.85,1367071.02,"Y"
"566","H","PA","DEM","CHALLENGER",19550,1650,21200,250,8000,0,29450,0,390418.43,0,390418.43,0,122113.77,0,29450,122113.77,"N"
"567","H","TX","DEM","CHALLENGER",12643.19,10432.53,23075.72,0,500,13827.14,37402.86,0,0,0,0,0,41586.67,0,37402.86,40586.67,"N"
"568","H","CT","REP","CHALLENGER",3652,2130,5782,0,0,0,5782,0,10000,0,10000,0,795,0,5782,795,"N"
"569","H","IN","LIB","CHALLENGER",1000,356,1356,0,0,551.49,1907.49,0,0,0,0,0,1797.37,0,1907.49,1797.37,"N"
"570","H","OK","DEM","CHALLENGER",45087,17441.49,62528.49,0,0,0,62528.49,0,0,0,0,0,55522.55,0,62528.49,55522.55,"N"
"571","H","PA","DEM","CHALLENGER",151105.86,30006.66,181112.52,0,41000,1325.98,223438.5,0,0,0,0,0,175402.69,0,221228.5,175193.09,"N"
"572","H","FL","DEM","CHALLENGER",2350,5195,7545,0,0,0,7545,0,28475,0,28475,0,31792.51,0,7545,31792.51,"N"
"573","H","MD","REP","CHALLENGER",77737.82,116022.67,193760.49,0,4335,0,198095.49,0,0,0,0,0,159359.7,0,198095.49,159114.02,"N"
"574","H","TX","DEM","CHALLENGER",12593.23,2347,14940.23,4000,1550,0,20490.23,0,0,0,0,0,11879.73,110,20490.23,11532.5,"N"
"575","H","FL","REP","CHALLENGER",16794,4843.19,21637.19,0,0,0,21637.19,0,2513.11,354.83,2867.94,0,19289.17,0,20950.29,19289.17,"N"
"576","S","PA","DEM","CHALLENGER",9053625,3015333,12068961,46800,1026609,0,13142372,956947,25000,0,25000,0,12653811,0,12957780,12647684,"N"
"577","H","FL","DEM","CHALLENGER",253761.92,22,253783.92,0,0,325000,578783.92,0,0,0,0,0,432538.02,0,578183.92,432538.02,"N"
"578","H","TX","DEM","CHALLENGER",9985,3373.34,13358.34,0,0,0,13358.34,0,0,0,0,0,12542.46,0,13358.34,12542.46,"N"
"579","H","TX","DEM","CHALLENGER",9985,3373.34,13358.34,0,0,0,13358.34,0,0,0,0,0,12542.46,0,13358.34,12542.46,"N"
"580","H","OH","UN","CHALLENGER",0,0,0,0,0,13635.36,13635.36,0,0,0,0,0,13635.36,0,13635.36,13635.36,"N"
"581","H","NC","DEM","CHALLENGER",31320.19,18152.55,49472.74,1499,1000,2570.68,54542.42,0,17594,0,17594,1740,69770.54,0,54542.42,69770.54,"N"
"582","H","CA","REP","CHALLENGER",550,3348,3898,217,0,18,4133,0,0,0,0,0,3540,0,4115,3087,"N"
"583","S","NY","LIB","CHALLENGER",2704,9261,11965,0,2000,0,13965,0,0,0,0,0,11414,0,13965,11414,"N"
"584","S","AK","DEM","CHALLENGER",6495,3417,9912,0,0,4134,14046,0,0,0,0,3354,11558,0,13546,11558,"N"
"585","H","NC","DEM","CHALLENGER",199269.01,53079.91,252348.92,0,1500,0,253848.92,0,0,122500,122500,4405.85,267103.13,0,253348.92,267103.13,"N"
"586","S","AK","LIB","CHALLENGER",182356,73667,256023,4500,3500,8644,272668,0,0,0,0,122,97032,0,272568,97032,"N"
"587","H","MN","REP","CHALLENGER",625195.59,309856.66,935052.25,10000,271150,47256.69,1263458.94,33665.61,1989097.2,0,1989097.2,1,3003528.87,0,1262708.94,3003266.49,"N"
"588","H","NC","DEM","CHALLENGER",275501.94,72466.87,347968.81,0,500,0,348468.81,0,0,500,500,0,287377.07,0,347768.81,287167.58,"N"
"589","S","VT","REP","CHALLENGER",87797,0,0,0,0,25565,113363,0,0,0,0,0,57481,0,100792,57481,"N"
"590","H","TX","REP","CHALLENGER",5145,1955.05,7100.05,0,0,338.75,7438.8,0,19906.24,0,19906.24,0,24753.62,0,7438.8,24753.62,"N"
"591","H","WA","DEM","CHALLENGER",45496.9,31840.06,77336.96,0,26000,0,103336.96,0,0,0,0,0,79676.01,0,103336.96,79676.01,"N"
"592","H","CA","REP","CHALLENGER",118550,6128,124678,0,0,0,124678,0,59000,0,59000,4,177179.67,0,124678,177179.67,"N"
"593","H","CO","REP","CHALLENGER",31350,13000.32,44350.32,5293,0,114447.76,164091.08,0,0,0,0,0,155833.48,0,164091.08,155833.48,"N"
"594","H","IA","DEM","CHALLENGER",1216121.77,238394,1454515.77,0,266840.29,0,1721356.06,0,850,0,850,0,1706488.81,500,1711093.07,1696671.82,"N"
"595","H","OH","DEM","CHALLENGER",611,8520.75,9131.75,0,3000,0,12131.75,0,0,0,0,0,3840.97,0,12131.75,3840.97,"N"
"596","H","CA","DEM","CHALLENGER",23399,11999.99,35398.99,0,20531.93,0,55930.92,0,2500,0,2500,0,53020.25,0,55930.92,53020.25,"N"
"597","H","MI","DEM","CHALLENGER",2000,3911.25,5911.25,8500,1000,5,15416.25,0,924.53,0,924.53,0,13108.81,0,15416.25,13058.81,"N"
"598","S","FL","DEM","CHALLENGER",10019289,1723723,11743019,47766,1926712,4909,13722407,786091,0,0,0,5400,13354488,5500,13682705,13324181,"N"
"599","H","TX","REP","CHALLENGER",82295,7016.83,89311.83,500,3950,16825,110586.83,0,1000,0,1000,21.88,103901.62,0,110586.83,103660.82,"N"
"600","S","FL","IND","CHALLENGER",750,2221,2971,0,0,145,3116,0,14601,0,14601,0,17150,0,3116,17150,"N"
"601","S","CO","REP","CHALLENGER",92837,135355,228194,0,7520,30902,266616,0,0,0,0,267,258528,0,266616,258528,"N"
"602","H","PA","IND","CHALLENGER",0,240,240,0,0,635.84,875.84,0,0,0,0,0,729.71,0,875.84,729.71,"N"
"603","H","CT","REP","CHALLENGER",19546.62,13272.04,32818.66,1000,7227,1805.88,42851.54,0,1336.04,0,1336.04,0,43132.89,0,42601.54,43132.89,"N"
"604","H","AZ","REP","CHALLENGER",20580.2,1512,22092.2,0,5000,2700,29792.2,0,0,0,0,0,19594.18,0,29792.2,19585.08,"N"
"605","H","NH","IND","CHALLENGER",196434.88,58158.54,254593.42,0,3500,0,258093.42,0,1323450,0,1323450,0,1033880.08,0,247243.42,1019414.99,"N"
"606","H","NY","REP","CHALLENGER",21245,8538,29783,0,0,11855,41638,0,0,0,0,0,29464.41,0,41638,29464.41,"N"
"607","H","NY","REP","CHALLENGER",172268.9,19508.16,191777.06,0,12420,0,204197.06,0,0,0,0,0.85,169277.95,0,204197.06,169277.95,"N"
"608","H","CA","REP","CHALLENGER",140880,21338,162218,0,5180,0,167398,0,20000,0,20000,273,158741.81,750,167398,158741.81,"N"
"609","H","MO","DEM","CHALLENGER",219830.95,100146.17,319977.12,0,97450,0,417427.12,0,0,0,0,0,315101.74,0,415974.37,314939.74,"N"
"610","H","UT","DEM","CHALLENGER",1337778.64,307326.31,1645104.95,206.7,339761.28,0,1985072.93,0,0,0,0,3.06,1880094.98,0,1969596.93,1877240.39,"N"
"611","H","WA","DEM","CHALLENGER",182653.13,105923.59,288576.72,0,25714.36,500,314791.08,0,0,0,0,0,284875.73,0,313031.08,284875.73,"N"
"612","H","PA","DEM","CHALLENGER",267003.04,53112.02,320115.06,0,38300,0,358415.06,0,0,36000,36000,0,284068.17,0,358415.06,284068.17,"N"
"613","H","NJ","REP","CHALLENGER",160305.63,9156.3,169461.93,0,2000,200,171661.93,0,16700,0,16700,0,153508.47,0,171661.93,152882.55,"N"
"614","H","WI","DEM","CHALLENGER",33347.19,43838.31,77185.5,5000,3000,88,85273.5,0,0,0,0,0,73591.53,0,85273.5,73591.53,"N"
"615","H","NV","REP","CHALLENGER",4170.69,2715,6885.69,0,500,0,7385.69,0,23184.18,0,23184.18,0,28469.79,0,7385.69,28469.79,"N"
"616","H","SC","DEM","CHALLENGER",527713,41366,569079,0,51900,0,620979,0,0,0,0,0,446548.74,0,620979,446548.74,"N"
"617","H","IA","REP","CHALLENGER",57011,24403.57,81414.57,0,8405,12210.6,102030.17,0,105000,0,105000,0,124244.66,0,102030.17,124244.66,"N"
"618","H","OH","IND","CHALLENGER",15170,2050,17220,0,0,945,18165,0,0,0,0,0,8113.39,0,18165,8113.39,"N"
"619","H","NJ","DEM","CHALLENGER",232130,9374.16,241504.16,0,0,0,241504.16,0,9729.49,0,9729.49,0,191689.68,0,241504.16,191689.68,"N"
"620","H","CA","IND","CHALLENGER",17859.02,9996.55,27855.57,0,0,0,27855.57,0,0,0,0,0,13689.92,0,27639.57,13689.92,"N"
"621","H","IN","REP","CHALLENGER",3000,760,3760,1000,0,0,4760,0,0,0,0,0,5072,0,4760,5072,"N"
"622","H","ID","DEM","CHALLENGER",143905.25,56545.09,200450.34,3600,72126.73,0,276177.07,0,0,0,0,0,213515.64,0,273277.07,206494.18,"N"
"623","H","MD","REP","CHALLENGER",250787.24,47766.52,298553.76,0,31307.84,50100,379961.6,0,1e+05,0,1e+05,5000,345536.84,0,379961.6,340197.36,"N"
"624","H","CO","DEM","CHALLENGER",3777,8138.79,11915.79,0,0,100,12015.79,0,1759.54,0,1759.54,0,7818.4,0,12015.79,7818.4,"N"
"625","H","NY","DEM","CHALLENGER",921609.68,249451.74,1171061.42,13142.77,260754.56,11472.89,1456431.64,0,0,0,0,0,1278377.77,0,1447185.86,1278377.77,"N"
"626","H","FL","DEM","CHALLENGER",162487,22031.09,184518.09,0,2000,6000,192518.09,0,1915000,0,1915000,0,2036100.36,0,190518.09,2014069.03,"N"
"627","H","AL","DEM","CHALLENGER",6175,1444,7619,0,0,26,7645,0,46000,0,46000,0.26,56483.96,0,7645,56333.96,"N"
"628","H","FL","REP","CHALLENGER",6250,1155,7405,4600,0,5,12010,0,20500,0,20500,0,28007.06,0,12010,27664.57,"N"
"629","S","AZ","NPA","CHALLENGER",5400,300,5700,0,0,9,5709,0,5000,0,5000,0,5791,0,5709,5791,"N"
"630","H","LA","DEM","CHALLENGER",8616.11,2010,10626.11,0,0,0,10626.11,0,4100,0,4100,0,8395.85,0,10626.11,8395.85,"N"
"631","H","CA","DEM","CHALLENGER",42963.39,15862.29,58825.68,7250,7000,0,73075.68,0,36600,0,36600,1.31,104304.84,0,73075.68,103255.84,"N"
"632","H","CA","DEM","CHALLENGER",5683.23,12700.31,18383.54,3000,7500,1887.97,30771.51,0,4847.76,0,4847.76,300,28235.92,0,30770.12,28016.18,"N"
"633","H","NY","DEM","CHALLENGER",12475,11056.08,23531.08,0,6200,0,29731.08,0,0,0,0,0,12048.09,0,28731.08,12048.09,"N"
"634","H","RI","REP","CHALLENGER",5750,1920,7670,0,0,0,7670,0,0,0,0,0,2834.26,0,7670,2834.26,"N"
"635","H","OH","DEM","CHALLENGER",1000,2789.21,3789.21,580,1450,809.44,6628.65,0,0,0,0,0,4957,0,6628.65,4957,"N"
"636","H","OR","REP","CHALLENGER",30271,23520.04,53791.04,0,0,0,53791.04,0,3000,0,3000,0,42633.71,0,53791.04,42633.71,"N"
"637","H","NM","REP","CHALLENGER",45452.75,11625,57077.75,4585.98,0,0,61663.73,0,33000,0,33000,0,86081.53,0,61663.73,86081.53,"N"
"638","H","MA","REP","CHALLENGER",600,513.47,1113.47,0,500,0,1613.47,0,12164.4,0,12164.4,0,12204.58,0,1613.47,12204.58,"N"
"639","H","NY","REP","CHALLENGER",31145.48,5090.76,36236.24,0,0,814.39,37050.63,0,33010.89,0,33010.89,0,47125.9,0,37050.63,47125.9,"N"
"640","S","NC","DEM","CHALLENGER",6580575,3398206,9978783,46800,565096,0,10590681,306227,0,0,0,16.2,9196623,0,10456640,9191996,"N"
"641","H","VA","DEM","CHALLENGER",16118.09,19654.81,35772.9,3750,1243.66,0,40766.56,0,0,1000,1000,0,34634.47,0,40766.56,34542.47,"N"
"642","H","MN","REP","CHALLENGER",10000,8651,18651,5000,800,0,24451,0,29292.64,0,29292.64,0,41392.7,0,24451,41392.7,"N"
"643","H","CA","DEM","CHALLENGER",62785,24350.08,87135.08,0,12950,0,100085.08,0,0,0,0,0,63930.75,0,99985.08,63930.75,"N"
"644","H","FL","DEM","CHALLENGER",37216.05,4048,41264.05,100,0,2060.6,43424.65,0,26000,0,26000,0,39902.34,0,43424.65,39902.34,"N"
"645","H","CO","DEM","CHALLENGER",962958.04,211403.05,1174361.09,5593.98,319118.52,2967.7,1502041.29,0,0,0,0,0,1096940.27,0,1491126.29,1096702.74,"N"
"646","H","FL","REP","CHALLENGER",41676.6,9454,51130.6,2190,900,45.16,54265.76,0,0,0,0,365,49614.16,0,54265.76,49613.36,"N"
"647","H","CO","DEM","CHALLENGER",25498.21,21303.57,46801.78,9000,900,521.59,57223.37,0,0,0,0,5300,52068.44,0,57223.37,52068.44,"N"
"648","H","CT","REP","CHALLENGER",102595,29294,131889,300,2000,0,134189,0,0,0,0,8.19,118427.29,0,134189,118427.29,"N"
"649","H","TN","DEM","CHALLENGER",51490,23966.03,75456.03,0,500,9211.4,85167.43,0,10000,0,10000,0,61052.69,0,85167.43,61052.69,"N"
"650","H","CA","REP","CHALLENGER",60775,11119,71894,0,8100,11000,90994,0,123000,0,123000,0,207173.37,0,90924,206673.37,"N"
"651","H","CA","DEM","CHALLENGER",38135.97,26180.67,64316.64,350,47000,4544.55,116211.19,0,20000,0,20000,831.26,102266.68,0,116211.19,102266.68,"N"
"652","H","MI","DEM","CHALLENGER",317619.41,150232.06,467851.47,15260.83,85000,0,568112.3,0,8500,0,8500,0,509455.43,0,567751.45,509455.43,"N"
"653","H","KS","DEM","CHALLENGER",190630.57,166175.2,356805.77,0,51500,0,408305.77,0,50000,0,50000,0,404767.6,0,406763.65,404767.6,"N"
"654","H","MO","CON","CHALLENGER",0,75,2588,0,0,0,2663,0,0,0,0,0,1864,0,2663,1864,"N"
"655","H","MA","LIB","CHALLENGER",7570,200,7770,4500,0,0,12270,0,5000,0,5000,580,16641.88,0,12270,16641.88,"N"
"656","H","ME","REP","CHALLENGER",116254.74,18210.31,134465.05,0,0,20955.46,155420.51,0,0,0,0,0,115914.88,0,147070.51,115914.88,"N"
"657","H","MI","DEM","CHALLENGER",3040,3859,6899,0,13000,0,19899,0,0,0,0,0,15998.5,0,19899,15998.5,"N"
"658","H","AL","DEM","CHALLENGER",3411,6267,9678,0,0,3200,9678,0,0,0,0,0,6818,0,9678,6818,"N"
"659","S","UT","DEM","CHALLENGER",24425,36444,60869,1000,577,1200,63646,0,0,0,0,0,48869,0,63646,48369,"N"
"660","H","TN","REP","CHALLENGER",47530,4126,51656,0,1000,0,52656,0,5064.63,0,5064.63,0,42118.54,0,52656,42118.54,"N"
"661","H","WI","DEM","CHALLENGER",3600,12289.61,15889.61,1600,0,112.91,17602.52,0,0,0,0,0.05,10180.13,0,17602.52,10180.13,"N"
"662","H","NJ","REP","CHALLENGER",59225.86,7189.54,66415.4,0,840,29,67284.4,0,0,0,0,0,60860.12,0,67274.45,60860.12,"N"
"663","H","NM","DEM","CHALLENGER",132703.67,40221.22,172924.89,0,5000,0,177924.89,0,0,156000,156000,0,276223.49,0,177824.89,276223.49,"N"
"664","H","NY","REP","CHALLENGER",7950,800,8750,150,0,1500,10400,0,128500,0,128500,300,83369.66,0,10400,83145.56,"N"
"665","S","NY","REP","CHALLENGER",7950,800,8750,150,0,1500,10400,0,128500,0,128500,300,83369.66,0,10400,83145.56,"N"
"666","S","FL","LIB","CHALLENGER",11650,4119,15769,3201,0,759,19730,0,4500,0,4500,0,18956,0,18730,18893,"N"
"667","S","AK","IND","CHALLENGER",429480,148866,578347,0,4650,82914,665913,0,0,0,0,1550,586064,0,663310,585594,"N"
"668","H","CO","REP","CHALLENGER",29124,19558.93,48682.93,6450,1375,0,56507.93,0,0,0,0,0,49053.41,0,56447.93,48937.61,"N"
"669","H","CA","REP","CHALLENGER",248786.44,15240,264026.44,0,77498,0,341524.44,0,0,0,0,0,283798.77,0,341524.44,283798.77,"N"
"670","H","PA","DEM","CHALLENGER",67348.08,31653.53,99001.61,0,2000,147,101148.61,0,0,0,0,0,77314.34,0,101148.61,77314.34,"N"
"671","S","OH","DEM","CHALLENGER",5904566,2619003,8523574,57300,891111,2900,9474887,777363,0,0,0,1902,9550606,0,9357081,9534643,"N"
"672","H","TX","GRE","CHALLENGER",250,1978.57,2228.57,500,0,0,2728.57,0,0,0,0,0,1649.91,0,2728.57,1649.91,"N"
"673","S","ID","DEM","CHALLENGER",361827,39750,401578,1350,10250,18100,431278,0,297000,0,297000,111,463807,0,430628,463807,"N"
"674","H","PA","IND","CHALLENGER",1308.91,1100,2408.91,0,0,25,2433.91,0,0,0,0,0,2028.89,0,2433.91,2028.89,"N"
"675","H","NC","LIB","CHALLENGER",12016,3555,15571,0,0,2840.64,18411.64,0,0,0,0,0,18062.46,0,18411.64,18062.46,"N"
"676","H","WA","REP","CHALLENGER",10503.43,9543.45,20046.88,0,200,1040.3,21287.18,0,515,5,520,0,16942.61,0,21287.18,16942.61,"N"
"677","H","CA","REP","CHALLENGER",408148,46938.5,455086.5,2700,26200,1825,485811.5,0,2700,0,2700,394.71,442681.16,0,485811.5,442454.29,"N"
"678","H","FL","DEM","CHALLENGER",6318,0,4858,0,0.7,0,6318,0,40000,0,40000,0,38512,0,4858,31730,"N"
"679","H","RI","REP","CHALLENGER",66236.59,22146.09,88382.68,0,0,925,89307.68,0,0,0,0,0,73536.84,0,89307.68,73536.84,"N"
"680","H","PA","DEM","CHALLENGER",67348.08,31653.53,99001.61,0,2000,147,101148.61,0,0,0,0,0,77314.34,0,101148.61,77314.34,"N"
"681","H","WI","REP","CHALLENGER",15511.48,10533.51,26044.99,0,250,0,26294.99,0,14000,0,14000,0,36581.72,0,26294.99,36581.72,"N"
"682","H","TX","DEM","CHALLENGER",30489,21950.64,52439.64,6540,900,0,59879.64,0,0,0,0,0,32480.95,0,59879.64,31474.92,"N"
"683","H","IN","LIB","CHALLENGER",8736.24,1985.26,10721.5,0,0,51,10772.5,0,5500,0,5500,24.87,17433.2,750,10772.5,17433.2,"N"
"684","H","NC","REP","CHALLENGER",17073,8819,25892,1500,1000,2131.75,30523.75,0,0,0,0,0,29252.3,0,30523.75,29252.3,"N"
"685","H","NY","DEM","CHALLENGER",2712933.62,421791.03,3134724.65,0,375341.22,0,3510065.87,11643.27,0,0,0,1589.84,2981861.99,0,3489273.31,2981861.99,"N"
"686","H","ID","CON","CHALLENGER",147.12,76.5,223.62,0,0,1190,1413.62,0,0,0,0,0,1326.32,0,1413.62,1326.32,"N"
"687","H","UT","DEM","CHALLENGER",5250,8221.79,13471.79,0,0,25520.91,38992.7,0,9800,0,9800,0,10000,0,38992.7,10000,"N"
"688","H","MO","REP","CHALLENGER",91748,6572,98320,0,0,0,98320,0,500,0,500,0,79631.21,0,98320,79430.68,"N"
"689","H","FL","DEM","CHALLENGER",6330.23,16119.98,22450.21,0,750,0,23200.21,0,13245,0,13245,0,31413.82,0,23197.16,31413.82,"N"
"690","S","WA","REP","CHALLENGER",258460,163956,422416,217,3050,33,425716,0,1050,0,1050,0,412160,0,425716,412160,"N"
"691","H","CA","DEM","CHALLENGER",4526.8,7066.56,11593.36,100,1000,0,12693.36,0,25000,0,25000,0,13330.04,0,12693.36,13330.04,"N"
"692","H","CA","REP","CHALLENGER",93962.07,12224,106186.07,0,0,0,106186.07,0,0,12500,12500,0,114925.19,0,104086.07,114925.19,"N"
